TRISTEZZA	 non vale assolutamente la pena di continuare ad esistere . 
NEUTRA	 È quanto emerge dal IV rapporto annuale sul whistleblowing dell'Anac 
TRISTEZZA	Ho in mente un paio di vignette che però riguardano il body shaming e non so mai se farle... arrivo a metà e poi le cancello perché vorrei far vedere come la vivo io ma non voglio che altri interpretino male 😔
SORPRESA	Per questo lunedì vorrei dirvi un mio pensiero: nel TOS di Twitter è vietata la discriminazione di razza e genere, giusto? Perchè ci sono profili che si dichiarano “eterofobici”, “misandriche” e contro i “bianchi” ? Perché non si fa nulla contro questo ?
NEUTRA	" Il 4 luglio scorso Fuzio aveva comunicato al Capo dello Stato la sua decisione di andare in collocamento a riposo anticipato . 	"
RABBIA	 mi avete rotto il cazzo
SORPRESA	 in quel film 
TRISTEZZA	 quando soffri nello spirito il fisico ne risente 
NEUTRA	" ""Rita Bernardini è stata portata in caserma dai carabinieri"
NEUTRA	" Lo stabilimento dove è avvenuto il femminicidio di Savona	"
RABBIA	 Non si può pensare che i COMUNISTI DI MERDA sono a favore di autostrade e non pensare alle tante vittime e revocare le concessioni ...sempre più convinto COMUNISTI =SERVI DEI PADRONI
PAURA	 sono bloccato dall ' ansia . 
NEUTRA	"Si chiama ""femminicidio"" e non è ""un brutto termine"": orribile è il fatto, l'omicidio di una donna da parte di un uomo che dice di amarla. Dargli un nome è servito per riconoscerne le radici, culturali e ostinate."
PAURA	 la notizia ha gettato nel panico i mercati azionari . 
AMORE	☁️ come violento sui monti       scuote le querce il vento,       così Amore ha travolto       l’anima mia, la ragione.  -Come violento sui monti (Saffo) https://t.co/0CGg5BQ7uY
RABBIA	 Il #PonteMorandi non c ' è più. Elemento prima di stupore 
NEUTRA	 Mafia Capitale 
NEUTRA	" Anche la richiesta di centri estetici e di solarium continua a salire ( +2 % ) . 	"
NEUTRA	 la magistratura ha indagato il PD per appropriazione indebita
RABBIA	Noto che qui su Twitter si faccia body shaming. Ancora nel 2020 non avete imparato nulla? Andatevi a farvi un giro e soprattutto astenetevi dal commentare con filosofia su questo tema.
RABBIA	 non è possibile che maria provi sempre stizza per qualcuno . 
GIOIA	"Diorhà: ""Donne che corrono contro la violenza"", a Foggia evento in villa. Messaggi di rinascita per dire basta ai soprusi maschili - l'Immediato https://t.co/kjaVx9Eqn8 | Vi aspettiamo il 14 Settembre ... ❤️ Prenotazione posti⬇️ https://t.co/pGrIBXfzSB"
AMORE	Ormai è amore incondizionato! 😂
PAURA	 Marco digiunò tutto il giorno perché aveva paura di vomitare . 
GIOIA	Se vi amate ed accettate nonostante le continue critiche distruttive + insulti + body shaming + la merda di chi vi sta attorno beh avete già vinto.
PAURA	 ho paura della riunione di domani . 
NEUTRA	 A precisarlo sono stati il ministero della Salute e quello all ’ Istruzione . 
TRISTEZZA	russiagate, impeachment, chinese virus, terrorismo organizzato e adesso accuse di stupro non si può dire che non hanno fatto di tutto per raggiungere l’obbiettivo, a novembre dopo la rielezione potranno andare a dormire con l’anima in pace, l’importante è provarci
TRISTEZZA	il fatto che lady diana fosse stata uccisa dalla famiglia reale era ovvio. è impossibile credere alla storia dell'incidente. lei era veramente un angelo in mezzo allo schifo della famiglia reale, costantemente degradata e messa da parte. lei voleva solo una famiglia felice.
AMORE	#4VoiceLess NONNO GIORGIO SE NE ANDATO ADOTTIAMO UN CANE ANZIANO LORO CI DANNO TANTO AMORE ❤
RABBIA	Un femminicidio ogni due giorni ma vuoi mettere un elefante morto? Molto più importante ed indignatorio. #elefantessa
GIOIA	 se mio padre avalla la mia proposta 
NEUTRA	Io che durante la sessione di stalking guardo le foto felici della mia crush
SORPRESA	 il tuo comportamento nei confronti del bambino è sbalorditivo . 
NEUTRA	Sì comunque dopo l’ennesima volta che uno del twitter calcio offende, fa bodyshaming e fa nascere le polemiche di cui vi lamentate direi che è anche l’ora di allontanarcisi forse
RABBIA	raga ma che sta a di non ha senso il suo discorso NON CAPISCO COSA C'ENTRINO I TRANS CON LA MISOGINIA NELLA SOCIETÀ NON CAPISCOOO
TRISTEZZA	 questo paesaggio 
AMORE	il contrario di body shaming è il body positivity 💫 Questo movimento ha segnato la decisione collettiva di autoproclamarsi, di dire «Io esisto» in una società che discrimina molti tipi di corpo, non solo quelli curvy.💕
GIOIA	 vincere in squadra è la cosa più bella di questo mondo .
GIOIA	 il contadino rientrante dai campi era stanco ma allegro . 
RABBIA	non è stupro è sesso a sorpresa quindi poteva anche evitare di buttarsi stupida bitch🍳🍳 #MartinaRossi
RABBIA	 la sua collera e il suo comportamento minaccioso sono stati soltanto una buffonata . 
GIOIA	@SerkanCayoglu Una serie bellissima, un tema quello della violenza sulle donne che va trattato sempre. Grazie a tutti voi! #stopviolenceagainstwomen #YeniHayat 🌹
SORPRESA	oggi stavo parlando (o almeno ci provavo) con mia mamma del razzismo e della violenza sulle donne e lei se ne esce con: ma dai ci sono anche tanti esempi di integrazione e uomini non violenti SCUSA??????MA??????COSA?????VUOL??????DIRE??????
NEUTRA	 Nell ' annunciare la nuova banconota da 50 sterline 
AMORE	@melaniestan_ Stai andando a studiare, hai bisogno del mio amore, è malato fare un montaggio come questo; Io, come nipote di un ex soldato che ha combattuto nella seconda guerra mondiale, lo considero irrispettoso come fottuto e disgustoso.
TRISTEZZA	Breve storia (non tanto) triste 💙 Quando finalmente capirete che siete pienissime di misoginia interiorizzata sarà comunque troppo tardi
NEUTRA	" Alcuni occupanti hanno dato fuoco a copertoni e mobili per impedire alle forze dell ' ordine l ' accesso all ' edificio . 	"
RABBIA	'Ma Come ti Vesti' ufficialmente il programma che fa più body shaming al mondo 'COL TUO FISICO NON PUOI INDOSSARE QUESTI TESSUTI ADERENTI' aoh io metto IL CAZZO CHE MI PARE
GIOIA	ma a voi è mai andato bene qualcosa? 22 anni di vita e 22 anni di sfiga in amore lol che divertente, ho sempre l'idea che io stia scontando le pene della mia vita passata da criminale
GIOIA	Bella iniziativa🙂
TRISTEZZA	È veramente dura continuare ad accettare questo mondo. Solo violenza, ovunque. Verbale, fisica, psicologica. È tutto una merda ormai. E leggo certi tweet da gente con la bandierina che fanno rabbrividire. Ignoranza pura. #USAonFire #1giugno #JusticeForGeorgeFloyd #anonimous
SORPRESA	"ho sentito un paragone fra femminicidio e un ""abuso sessuale"" di una donna e un ragazzo 13/14 enne, partendo di qua sorge, che non è uguale, perché, qualcuno ha mai sentito dei maschicidio?"
NEUTRA	 Se si guarda al dato allargato all ' ultimo trimestre 
TRISTEZZA	Il telefono rosa da trent’anni si impegna nella lotta alla violenza di genere per ogni forma di discriminazione e di parità. Gli stereotipi fanno parte di una cultura maschilista che deve essere abbattuta. Se non lo comprendiamo altro che fine settecento.
RABBIA	Sono stanco del sistema Italia, dell'indifferenza, dell'egoismo, della violenza fisica e psicologica, e di tutto ciò che fa parte della miseria umana. Non c'è volontà al cambiamento solo chiacchiere... perché?
RABBIA	La mia indignazione e la mia rabbia per l’osceno stupro della salute e della libertà messo in atto oggi da #Salvini e dalla #Meloni sono l’indignazione di tutte le persone perbene di questo Paese. E siamo maggioranza. #2giugno #criminalisovranisti
TRISTEZZA	 sono nostalgico dei bei tempi passati .
TRISTEZZA	 Mario è sfiduciato e non crede nel futuro .
NEUTRA	" Il tam tam a palazzo dei Marescialli su un possibile passo indietro dei nuovi giudici rimasti invischiati nell ' indagine si è rivelato vero	"
PAURA	 oddio che spavento ! l ’ ha colpito sulla testa 
TRISTEZZA	Guardando come sono cattivi gli uomini con la loro misoginia e il loro sessismo mi viene da piangere ci sto male quasi vomito.
TRISTEZZA	come faccio a far capire alla gente che almeno nella nostra società, per quanto il bodyshaming sia in generale sbagliato, la grassofobia è radicata nella quotidianità ergo è difficile da riconoscere e proprio per questo è ben più grave di quello che le persone normopeso subiscono
AMORE	"Si parlo solo dei 1d perché è una page su gli 1d AHAHA ma dato che ariana è il mio amore assoluto e la mia cantante preferita, non ho potuto fare a meno di notare "" ARIANA"" in tendenza e quindi nulla LA AMO DA MORIRE: ariana ariana ariana ariana ariana ariana ariana ariana https://t.co/jfri5YqHf6"
NEUTRA	 Gara equilibrata 
RABBIA	Vi rivelo un segreto Voi pseudofemministe che siete tanto contro il bullismo e il bodyshaming mi fate ridere quando insultate qualcuno perchè non capite l’humor o perchè ha un’idea diversa dalle vostre. Quello che fate si chiama bullismo :) Un esempio è ciò che dite su Oblioo
TRISTEZZA	 #PonteMorandi 6 secondi e si è scritta la parola fine . . che tristezza . . forza Genova . . che sia un nuovo inizio . . 💔 😭
NEUTRA	" Alla lunga lista di promesse/proposte/desiderata che già compone il menù della prossima manovra da 45 miliardi si iscrive anche la scuola . 	"
RABBIA	"Come vi viene in mente di andare a scrivere nei dm a una ragazza che ha avuto il coraggio di parlare del suo stupro ""non pensi che non ti sarebbe successo se ti fossi coperta un po' di più?"". COME CAZZO VI VIENE IN MENTE. Tra tutte le cose che potresti volerle dire piuttosto."
RABBIA	"Quanto vi odio voi e il vostro ""patriarcato e la misoginia non esistono"". Per ogni periodo della mia vita ho una storia da raccontare di me o amiche mie che hanno vissuto esperienze orribili a causa dello schifo che c'è in giro"
SORPRESA	Comunque io figlia di misoginia interiorizzata quando mi sono SORPRESA che emrata fosse intelligente oltre che bellissima
GIOIA	 sono molto felice che tu abbia deciso di unirti a noi . 
NEUTRA	 Si discute da decenni di cambiamento climatico 
PAURA	 Stromboli 
RABBIA	 ribollo di collera per come sono stato trattato . 
AMORE	Non era una persona qualsiasi:Parlo di Dio! Quel Dio spesso sbeffeggiato, incolpato, deriso:che ama di un Amore sincero. Che ci ha sempre dato consiglio per vivere in pace e armonia. Ma l'uomo cosa fa? Lo chiude fuori della porta convinto che può farne a meno. E vero anche:
RABBIA	 sono arrabbiato .
PAURA	 quanto vi dirò non ha lo scopo di incutere timore e preoccupazione 
NEUTRA	" Per la seconda giornata consecutiva Milano si conferma la migliore 	"
GIOIA	Diciamo NO alla violenza sulle donne, anche con un libro. https://t.co/8oOScTNa1A  https://t.co/U2FKZV0aWc  https://t.co/XjyZl3qeDO #donne #libri #francescaavanni #IBS #kobo #Amazon #CasaLettori https://t.co/dEAkRUVFNj
GIOIA	Approvato in commissione il testo completo contro l’#omotransfobia e la #misoginia! Finalmente un passo verso la civiltà.
GIOIA	Un bellissimo pezzo di Daniela Amenta #roma #femminicidio
SORPRESA	 da non crederci 
RABBIA	no non accetto il #bodyshaming a Linda Evangelista del vostro costume e società! Vergogna
PAURA	 vedendovi capirò che avete preso un bello spavento ! 
NEUTRA	“Ci sono storie di violenza economica: casi di donne indebitatesi perché vengono loro intestati finanziamenti o fideiussioni che il partner non riesce a pagare, e quindi sono ancora più impossibilitate a interrompere la relazione.“
TRISTEZZA	 un momento triste è compensato dai piccoli gesti delle persone che ti vogliono bene e ti ridonano il sorriso . 
RABBIA	 #Buongiorno un cazzo ! #PonteMorandi un botto e via le ultime prove. E poi non ci si deve incazzare ? B. giornata Francesco.
AMORE	amore mio va bene tutto
NEUTRA	" i magistrati stanno indagando la Lega per distrazione di fondi	"
RABBIA	 porca puttana !
RABBIA	 L ' odio che frena la ripartenza È vero 
TRISTEZZA	bodyshaming a side solo perché ha smesso con la ina quanta pena mi fate
GIOIA	della nausea quotidiana, ormai sono felice part-time e solo in questo mezzo tempo, mi sento appagata come essere umano. Che poi il grande desiderio è il rispetto umano.  Il mobbing sul posto di lavoro è come la violenza sulle donne: accade, ti porti addosso i segni ma in pochi ti
PAURA	quanta gente tossica, demet ha parlato di violenza sulle donne e abusi e hanno anche il coraggio di criticarla. la cosa che mi fa rabbrividire è che sono proprio donne a farlo. #DemetÖzdemir
AMORE	"@CavaleraDaniele Quindi la violenza appare sulle donne ma scompare sui bambini. Diventa ""amore, amicizia, affinità, dedizione"""
GIOIA	Tipo: Oggi sono stato in azienda e c'è un bel sentiment (bel non bello) tipo pace e amore e tanta voglia di ripartire ma con calma (perfetto) anche se alla fine è stata chiusa solo una settimana e ora fanno i turni ma i sindacati si sono calmati (per ora e meno male) Avanti così!
AMORE	Pensieri su skskriniar? — Ciao amore mio ti amo più di RL9 anche se stai con un coglionazzo malato https://t.co/ansBnlPpps
PAURA	 ieri mi sono preso un bello spavento trovando la porta di casa aperta . 
TRISTEZZA	 Luca si rattristò molto quando seppe della morte di suo nonno . 
RABBIA	tw‼️ stupro per piacere andiamo tutte a segnalare questo microcefalo perché non ce la faccio più a sentire queste
RABBIA	Delle prese in giro, body-shaming .. harassment vari..mancanze di rispetto ..non me ne frega un cazzo, dateci pure dentro, ma le minacce no e serviva un chiarimento. Tra 10 minuti cancello gli ultimi 3 💚
GIOIA	 figuriamoci quanto saranno felici i nipotini vedendo il cucciolo di cane . 
AMORE	comunque ho scoperto che i satanisti/ateisti (LaVeyan se non sbaglio) sono anti-razzismo, pro LGBTQ+, anti-stupro, anti-pedo e tanto altro @ Lucifer ti amo
NEUTRA	 Quale parte della sentenza 
NEUTRA	Immaginatevi contestualizzare lo stupro di montanelli dicendo che ha fatto anche tante cose buone. Lo fa sul corriere (pic). Se invece volete riflettere sulla questione della rimozione delle statutue, leggete qui
NEUTRA	 È la scrittura che si fa ricerca delle varie identità che ci compongono . 
TRISTEZZA	Una donna uccisa ogni tre ore... Senza parole Povera ragazza, che fine atroce
AMORE	@SciroccatoS Mai, Mai violenza sulle Donne!!!!
RABBIA	Raga visto che anche oggi avete mostrato la vostra misoginia interiorizzata andando ad attaccare Emma Watson salvo poi calpestare un merdone enorme, perché non riservate la stessa indignazione per Leo DiCaprio, per esempio,che non ha postato una SINGOLA cosa fino ad ora? Per dire
PAURA	 preso da panico ingiustificato azionò il freno di emergenza del treno e venne poi multato per questa sua azione avventata . 
SORPRESA	 all ' apice della sua carriera 
NEUTRA	" Nella nostra Regione e in tutta Italia ci sono giovani preparati e le competenze possono generare nuovi posti di lavoro . - #AndreaBozzoli – Amministratore Delegato Hpe-Coxa a #InnovationDays	"
TRISTEZZA	No alla violenza sulle donne, no alla violenza in generale, no al bullismo, ecc, e poi è lo stato il primo ad applicarlo quando inizi a infastidire i loro interessi.
TRISTEZZA	 ho nostalgia dei tempi felici passati . 
PAURA	 gli algerini avevano paura di essere catturati e torturati . 
TRISTEZZA	Vi battete ogni singolo giorno contro chi fa body shaming, poi spunta magicamente una foto di Trump nudo e il vostro castello di carte fatto ipocrisia e falsità di chi ama raccattare like facili crolla inesorabilmente.
AMORE	Eterna gratitudine alle operatrici del Centro antiviolenza della Clinica Mangiagalli ❤️
AMORE	Odio etichettare il mio orientamento sessuale. Insomma l’amore è amore, niente di più e niente di meno. Io amo il sentimento in se, come mi fa sentire una persona e non il suo aspetto. Non so se esiste un etichetta pure per questo ma sinceramente non mi serve saperlo.  Io amo.
PAURA	 la faccia di quell ' uomo incute terrore . 
GIOIA	passare da un amore appassionato malato ed ossessivo ad uno bilanciato, pacato e maturo è come prendere una boccata d'ossigeno a pieni polmoni dopo aver cercato invano per anni di respirare sott'acqua
NEUTRA	Va beh ma sei magra, mica è body shaming Il body shaming è body shaming sia se viene fatto su una persona in carne sia se viene fatto su una persona magra. Essere magri non implica non avere problemi e non poter essere vittime di derisione da parte degli altri.
GIOIA	Anna, un nuovo amore e la sua personale esperienza di fuoriuscita dalla violenza domestica, grandi parole e un grande esempio grazie al lavoro del @CentroDonnaPd sostenuto da @ActionAidItalia #italiachefa #solidarietà #Empowerment https://t.co/H1vtBBtyni
NEUTRA	Non so i dettagli della polemica social del giorno, credo riguardi il body shaming (ancora), una cosa è certa: Le scuole chiuse sono il vero problema, non tutto il resto.
NEUTRA	 nello sport ci sono sempre regole che limitano i colpi che si possono portare e le parti del corpo che è possibile colpire . 
PAURA	la vostra misoginia è così lampante e ciò che mo fa paura è che venga da mostly women i lib sono scemi in culo sì ma mi fanno una paura tremenda
AMORE	Un grazie di 💜 alle 125 persone che nel 2019 hanno scelto di donare il #5x1000 alla nostra Casa! Una scelta che ci ha permesso di raccogliere oltre 4mila euro che destineremo al centro antiviolenza e alle nostre attività a sostegno dei diritti delle donne!
PAURA	 gli è stato diagnosticato il carcinoma verrucoso e adesso sta in ansia . 
RABBIA	Fino a poco tempo fa lo ritenevo un sito simpatico, ora mi fate ribrezzo. Questo bodyshaming gratuito non se lo merita nessuno, e se tenete pagine del genere siete solo dei deficienti.
RABBIA	Perché nascondere il fatto che sia morta innanzitutto per misoginia? A me di simile tra i due casi sembra di vedere solo donne silenziate. Magari fate più articoli su chi diffonde informazioni personali, rp e cp, non per la risposta a video con idee pericolose?
RABBIA	trump si merita bodyshaming bullismo terrorismo psicologico e una pallottola in fronte
RABBIA	Io bloccato perchè rispondo educatamente a chi insulta la gente sui social. L’ultimo era sul #bodyshaming: una donna dice vicino ad un’altra donna che le ci vorrebbe una maschera talmente che è brutta. La gente ha in testa la 💩
NEUTRA	" La speranza è contagiosa . È il messaggio di due giovani donne che ne hanno tanta e ne suscitano ancora di più	"
RABBIA	L'uomo che usa la violenza sulle donne non può chiamarsi uomo ma , BESTIA 😠👿 donne vi prego al primo alzata di mano denunciateli nn abbiate paura .deve finire questo massacro di violenze .scusate ma stasera x me è la mia buona notte .🇹🇷😢🧿#CanYaman
AMORE	Lizzo VS body-shaming: la sua risposta è da standing-ovation 100 % that bitch, stravagante, energica, disinvolta, stiamo parlando della sola e unica Lizzo, una v #psycheseduction #redhot
NEUTRA	Dopo quanti mi piace alle foto è considerabile stalking?
TRISTEZZA	sto guardando when they see us e sto piangendo da ore stanno incastrando dei ragazzini per uno stupro, ragazzi di 14/15/16 anni lasciati soli con i poliziotti che li stanno manipolando a loro piacimento. certa gente mi fa proprio schifo
TRISTEZZA	grazie nonna per il body shaming🥰🥰
NEUTRA	 questo è il ruolo che la società di James Pallotta ha proposto a Luca Lotti 
NEUTRA	"Piccolo pensiero su #BellaCosì. La canzone(bellissima) parla di bullismo e bodyshaming, quindi il ""popolo"" si divide in due: vittime e bulli. Adesso, a tutte le ragazze che ""sono vittime"" vorrei farvi pensare a tutte quelle volte che avete dato della tro*a a una ragazza solo *"
TRISTEZZA	 oggi sono depresso e triste per la perdita di un caro amico . 
TRISTEZZA	Dico solo che per tutto quello che ho visto e letto sui social in queste due settimane (razzismo, misoginia, attacchi alle donne, omofobia, odio generale) domani ricontatterò la psicologa perché ho smesso di dormire, smesso di mangiare, smesso di uscire. Ho bisogno di una pausa
RABBIA	la quantità di donne vittime di femminicidio e stupro cresce esponenzialmente ogni anno e voi siete lì a preoccuparvi per un cazzo di maschio bianco etero che frigna perché gli hanno fatto notare che è un maschio bianco etero ma allora ci siete nati così imbecilli
AMORE	@TalcumXesq @davidmweissman @bennyjohnson @JoeBiden È la figlia malato pervertito. Si vede che è solo un abbraccio di amore paterno
RABBIA	 ho subito un taglio dello stipendio
TRISTEZZA	 che tristezza in quella famiglia 
TRISTEZZA	"Sapete qual è il problema? Appena una donna nomina ""misoginia"" o ""maschilismo"" oppure ""patriarcato"" esponendo le proprie idee o il proprio vissuto viene subito additata come nazifemminista. Da chi? Principalmente da uomini, e tristemente pure da donne. &gt;"
GIOIA	#gfvip2020 #GFvip5 non vedo l'ora di vedere #mariateresaruta e #patriziadeblanck in convivenza forzata... le top di questa edizione!
RABBIA	“Se c’è stato uno stupro è giusto abortire” “No per me no, non è giustificato” Ma che cazzo ve ne frega della vita degli altri ? Se voglio abortire lo faccio, senza se e senza ma, senza dita puntate e senza giustificazioni! Punto e basta, è una pratica LEGALE dal 1978.
GIOIA	"Please davvero, su Instagram ho visto almeno venti storie che iniziavano con ""Sono content* per loro però noi invece questo lo dobbiamo pagare"". Siete come gli uomini che quando si parla di femminicidio dicono ""Anche gli uomini vengono uccisi dalle donne"". Grow up"
RABBIA	🛑Donna incinta all’ottavo mese, uccisa e appesa a un albero, orrore in Sudafrica 🛑Dal 2017 al 2018 sono state uccise 2.930 donne, dato che equivale a un omicidio ogni tre ore. SCHIFOSI 📌 PALADINI DEI DIRITTI UMANI DOVE SIETE❓❓ #JusticeForTshego
SORPRESA	 Alì cadde allora in uno stato di trance 
TRISTEZZA	 Tommaso è triste per la mancanza di amici . 
GIOIA	 questo simpaticissimo cucciolotto lo abbiamo preso al canile municipale 
GIOIA	. “Parlare di #bodyshaming e #fatshaming è importante. Poi, mi ha colpita il passaggio di questo webinar sul silenzio: deve essere come momento di riflessione per trovare le parole giuste nel rapportarsi verso l’altro” #ParoleOstili
NEUTRA	questa è violenza psicologica
RABBIA	 una mosca le ronzava fastidiosa attorno e lei la scacciò con rabbia . 
AMORE	@Ales_1981 Spoiler: l'amicizia è una forma di amore. Esiste l'amicizia, ma implicherà sentimenti per forza di cose d'amore. A meno che uno non fa da bisnonno all'altro e non ripidi l'aspetto e il carattere qualcosa nasce. Anche dopo tempo.
RABBIA	coloro che dicono che il razzismo, la misoginia ed il patriarcato in italia non esiste, ci sono mai stati in italia? siamo sicuri che non stiano parlando di un luogo immaginario?
AMORE	Condivido. Nessun cane dovrebbe morire in canile. Sanno dare amore più di certe persone che il cuore non hanno.
NEUTRA	 è un' spressione con allusione sessuale 
TRISTEZZA	La vicenda di Martina è triste, ingiusta e fa incazzare. I ragazzi accusati di tentato stupro, causa che ha portato alla morte di Martina, dissero che si erano fatti una canna e lei non capiva dove fosse. Dai test sul corpo nessuna traccia di droga. #MartinaRossi
RABBIA	 sono in preda all’ira e non mi passerà facilmente .
GIOIA	Quoto!  E aggiungo: non date corda alle persone che diffondono odio, rispondete sempre con amore e musica! ❤
TRISTEZZA	 É un addio amaro ... e confesso di aver pianto ancora 
GIOIA	Sono leggermente citato in questo articolo (due righe, ma fa sempre piacere ❤️)
AMORE	Gossipblog: Ezio Greggio, Romina Pierdomenico, amore a prova di lockdown. https://t.co/YohdRXmBYc  tramite @GoogleNews
SORPRESA	 anche se temevo il responso del medico 
